"season","week","gameDate","quarter","clock","gameId","playId","kteamname","rteamname","kteamscore","rteamscore","playDescription","penaltyCodes","penaltyYards","penaltyJerseyNumbers","kickLength","returner","n"
2020,5,"10/08/2020",3,"12:28",2020100800,2579,"CHI","TB",14,13,"(12:28) P.O'Donnell punts 47 yards to TB 20, Center-P.Scales. J.Mickens to TB 32 for 12 yards (J.Iyiegbuniwe).",NA,NA,NA,47,"Jaydon Mickens",129
2020,5,"10/08/2020",4,"2:32",2020100800,4153,"TB","CHI",19,17,"(2:32) B.Pinion punts 44 yards to CHI 42, Center-Z.Triner. T.Ginn to CHI 48 for 6 yards (Z.Triner).",NA,NA,NA,44,"Ted Ginn",112
2020,5,"10/08/2020",4,"2:59",2020100800,4046,"CHI","TB",17,19,"(2:59) P.O'Donnell punts 59 yards to TB 8, Center-P.Scales. J.Mickens to TB 16 for 8 yards (J.Wims; C.Patterson).",NA,NA,NA,59,"Jaydon Mickens",119
2020,5,"10/11/2020",1,"13:02",2020101102,141,"JAX","HOU",0,0,"(13:02) L.Cooke punts 52 yards to HOU 7, Center-R.Matiscik. D.Carter to HOU 16 for 9 yards (D.Ogunbowale, A.Wingard). Punt Hangtime - 4.91s",NA,NA,NA,52,"DeAndre Carter",123
2020,5,"10/11/2020",1,"13:15",2020101106,134,"PHI","PIT",0,0,"(13:15) C.Johnston punts 51 yards to PIT 40, Center-R.Lovato. D.Johnson to PIT 46 for 6 yards (A.Singleton; R.Lovato).",NA,NA,NA,51,"Diontae Johnson",139
2020,5,"10/11/2020",1,"13:48",2020101105,123,"NYJ","ARI",0,0,"(13:48) B.Mann punts 54 yards to ARI 12, Center-T.Hennessy. C.Kirk to ARI 17 for 5 yards (M.Farley).",NA,NA,NA,54,"Christian Kirk",133
2020,5,"10/11/2020",1,"13:49",2020101109,122,"SF","MIA",0,0,"(13:49) M.Wishnowsky punts 43 yards to MIA 27, Center-T.Pepper. J.Grant to MIA 33 for 6 yards (R.Dwelley). PENALTY on MIA-Br.Jones, Illegal Block Above the Waist, 10 yards, enforced at MIA 31.","IBW",10,"MIA 29",43,"Jakeem Grant",122
2020,5,"10/11/2020",1,"4:52",2020101105,665,"NYJ","ARI",0,7,"(4:52) B.Mann punts 42 yards to ARI 31, Center-T.Hennessy. C.Kirk to ARI 34 for 3 yards (M.Farley).",NA,NA,NA,42,"Christian Kirk",105
2020,5,"10/11/2020",1,"8:22",2020101106,404,"PHI","PIT",0,0,"(8:22) C.Johnston punts 49 yards to PIT 32, Center-R.Lovato. D.Johnson to PIT 38 for 6 yards (S.Bradley, R.Lovato). PIT-D.Johnson was injured during the play.",NA,NA,NA,49,"Diontae Johnson",115
2020,5,"10/11/2020",2,"1:03",2020101101,2088,"CIN","BAL",0,17,"(1:03) K.Huber punts 59 yards to BAL 13, Center-C.Harris. J.Proche to BAL 23 for 10 yards (C.Carter).",NA,NA,NA,59,"James Proche",122
2020,5,"10/11/2020",2,"1:40",2020101108,2007,"WAS","LA",7,20,"(1:40) T.Way punts 42 yards to LA 21, Center-N.Sundberg. C.Kupp to LA 24 for 3 yards (D.Johnson).",NA,NA,NA,42,"Cooper Kupp",99
2020,5,"10/11/2020",2,"13:40",2020101109,1063,"MIA","SF",14,0,"(13:40) M.Haack punts 53 yards to SF 34, Center-B.Ferguson. T.Taylor to MIA 49 for 17 yards (J.Baker).",NA,NA,NA,53,"Trent Taylor",161
2020,5,"10/11/2020",2,"3:55",2020101101,1751,"BAL","CIN",17,0,"(3:55) S.Koch punts 44 yards to CIN 21, Center-M.Cox. A.Erickson to CIN 25 for 4 yards (M.Cox; O.Alaka).",NA,NA,NA,44,"Alex Erickson",136
2020,5,"10/11/2020",2,"4:24",2020101110,1579,"IND","CLE",10,17,"(4:24) R.Sanchez punts 54 yards to CLE 13, Center-L.Rhodes. D.Peoples-Jones to CLE 18 for 5 yards (A.Dulin).",NA,NA,NA,54,"Donovan Peoples-Jones",130
2020,5,"10/11/2020",2,"4:49",2020101109,1639,"SF","MIA",7,21,"(4:49) M.Wishnowsky punts 32 yards to MIA 16, Center-T.Pepper. J.Grant pushed ob at MIA 21 for 5 yards (D.Greenlaw).",NA,NA,NA,32,"Jakeem Grant",102
2020,5,"10/11/2020",2,"5:07",2020101100,1458,"ATL","CAR",7,6,"(5:07) S.Hofrichter punts 50 yards to CAR 15, Center-J.Harris. P.Cooper to CAR 12 for -3 yards (T.Hall; K.Smith).",NA,NA,NA,50,"Pharoh Cooper",151
2020,5,"10/11/2020",2,"5:36",2020101112,1183,"SEA","MIN",0,10,"(5:36) M.Dickson punts 46 yards to MIN 12, Center-T.Ott. C.Beebe to MIN 12 for no gain (U.Amadi).",NA,NA,NA,46,"Chad Beebe",93
2020,5,"10/11/2020",3,"1:24",2020101108,3049,"WAS","LA",10,23,"(1:24) T.Way punts 44 yards to WAS 45, Center-N.Sundberg. C.Kupp to WAS 43 for 2 yards (K.Hudson).",NA,NA,NA,44,"Cooper Kupp",114
2020,5,"10/11/2020",3,"11:00",2020101101,2565,"CIN","BAL",0,17,"(11:00) K.Huber punts 45 yards to BAL 19, Center-C.Harris. J.Proche to BAL 20 for 1 yard (B.Wilson; T.Brown).",NA,NA,NA,45,"James Proche",107
2020,5,"10/11/2020",3,"11:51",2020101112,1995,"MIN","SEA",13,0,"(11:51) B.Colquitt punts 57 yards to SEA 27, Center-A.Cutting. D.Moore to SEA 42 for 15 yards (M.Boone).",NA,NA,NA,57,"David Moore",153
2020,5,"10/11/2020",3,"13:05",2020101108,2429,"LA","WAS",20,10,"(13:05) J.Hekker punts 47 yards to WAS 36, Center-J.McQuaide. I.Wright pushed ob at WAS 49 for 13 yards (T.Reeder).",NA,NA,NA,47,"Isaiah Wright",127
2020,5,"10/11/2020",3,"13:16",2020101112,1876,"SEA","MIN",0,13,"(13:16) M.Dickson punts 48 yards to MIN 18, Center-T.Ott. C.Beebe to MIN 27 for 9 yards (L.Stephens). PENALTY on MIN-C.Dantzler, Illegal Block Above the Waist, 10 yards, enforced at MIN 25.","IBW",10,"MIN 27",48,"Chad Beebe",124
2020,5,"10/11/2020",3,"13:40",2020101103,2518,"LV","KC",24,24,"(13:40) A.Cole punts 47 yards to KC 26, Center-T.Sieg. M.Hardman to KC 37 for 11 yards (K.Wilber). LV-K.Nixon was injured during the play. He is Out.  PENALTY on KC-T.Keyes, Offensive Holding, 10 yards, enforced at KC 26.","OH",10,"KC 29",47,"Mecole Hardman",107
2020,5,"10/11/2020",3,"2:02",2020101106,2992,"PIT","PHI",31,22,"(2:02) D.Colquitt punts 44 yards to PHI 19, Center-K.Canaday. G.Ward pushed ob at PHI 20 for 1 yard (J.Pierre).",NA,NA,NA,44,"Greg Ward",100
2020,5,"10/11/2020",3,"3:08",2020101111,3060,"NYG","DAL",23,31,"(3:08) R.Dixon punts 55 yards to DAL 26, Center-C.Kreiter. C.Lamb to DAL 29 for 3 yards (C.Ballentine).",NA,NA,NA,55,"CeeDee Lamb",153
2020,5,"10/11/2020",3,"5:42",2020101108,2868,"WAS","LA",10,23,"(5:42) T.Way punts 52 yards to LA 22, Center-N.Sundberg. N.Webster to LA 30 for 8 yards (D.Everett).",NA,NA,NA,52,"Nsimba Webster",140
2020,5,"10/11/2020",3,"6:20",2020101101,2857,"CIN","BAL",0,17,"(6:20) K.Huber punts 47 yards to BAL 36, Center-C.Harris. J.Proche to BAL 35 for -1 yards (B.Wilson).",NA,NA,NA,47,"James Proche",113
2020,5,"10/11/2020",3,"8:14",2020101105,2812,"ARI","NYJ",17,3,"(8:14) A.Lee punts 47 yards to NYJ 17, Center-A.Brewer. B.Berrios to NYJ 26 for 9 yards (T.Vallejo; E.Turner).",NA,NA,NA,47,"Braxton Berrios",119
2020,5,"10/11/2020",4,"1:55",2020101108,3959,"WAS","LA",10,30,"(1:55) T.Way punts 56 yards to LA 30, Center-N.Sundberg. N.Webster to LA 33 for 3 yards (C.Sims).",NA,NA,NA,56,"Nsimba Webster",109
2020,5,"10/11/2020",4,"13:41",2020101110,3023,"CLE","IND",29,20,"(13:41) J.Gillan punts 51 yards to IND 6, Center-C.Hughlett. N.Hines to IND 13 for 7 yards (S.Takitaki).",NA,NA,NA,51,"Nyheim Hines",125
2020,5,"10/11/2020",4,"14:33",2020101100,3132,"CAR","ATL",20,13,"(14:33) J.Charlton punts 54 yards to ATL 21, Center-J.Jansen. B.Powell to ATL 24 for 3 yards (T.Cannon).",NA,NA,NA,54,"Brandon Powell",113
2020,5,"10/11/2020",4,"5:46",2020101108,3713,"WAS","LA",10,30,"(5:46) T.Way punts 57 yards to LA 20, Center-N.Sundberg. N.Webster ran ob at LA 20 for no gain (D.Johnson).",NA,NA,NA,57,"Nsimba Webster",106
2020,5,"10/11/2020",4,"9:43",2020101108,3468,"WAS","LA",10,23,"(9:43) T.Way punts 58 yards to LA 39, Center-N.Sundberg. C.Kupp pushed ob at LA 49 for 10 yards (C.Sims).",NA,NA,NA,58,"Cooper Kupp",131
2020,5,"10/12/2020",1,"13:33",2020101200,129,"LAC","NO",0,0,"(13:33) T.Long punts 50 yards to NO 28, Center-C.Mazza. M.Callaway to NO 47 for 19 yards (E.Egbule).",NA,NA,NA,50,"Marquez Callaway",129
2020,5,"10/12/2020",1,"2:53",2020101200,772,"LAC","NO",6,0,"(2:53) T.Long punts 57 yards to NO 37, Center-C.Mazza. M.Callaway to LAC 48 for 15 yards (J.Jackson; B.Facyson).",NA,NA,NA,57,"Marquez Callaway",123
2020,5,"10/12/2020",2,"2:11",2020101200,1890,"LAC","NO",20,3,"(2:11) T.Long punts 49 yards to NO 35, Center-C.Mazza. M.Callaway to NO 49 for 14 yards (N.Vigil).",NA,NA,NA,49,"Marquez Callaway",144
2020,5,"10/12/2020",2,"2:42",2020101200,1767,"NO","LAC",3,20,"(2:42) T.Morstead punts 50 yards to LAC 9, Center-Z.Wood. K.Hill Jr. to LAC 18 for 9 yards (B.Fowler).",NA,NA,NA,50,"K.J. Hill",126
2020,5,"10/12/2020",2,"7:01",2020101200,1428,"LAC","NO",13,3,"(7:01) T.Long punts 57 yards to NO 17, Center-C.Mazza. M.Callaway pushed ob at 50 for 33 yards (J.Kelley). PENALTY on NO-J.Gray, Offensive Holding, 10 yards, enforced at NO 26.","OH",10,"NO 48",57,"Marquez Callaway",151
2020,5,"10/12/2020",3,"8:30",2020101200,2583,"LAC","NO",20,10,"(8:30) T.Long punts 48 yards to NO 29, Center-C.Mazza. M.Callaway to NO 47 for 18 yards (U.Nwosu). PENALTY on NO-J.Gray, Offensive Holding, 10 yards, enforced at NO 35.","OH",10,"NO 48",48,"Marquez Callaway",135
2020,5,"10/12/2020",4,"7:24",2020101200,3623,"LAC","NO",20,20,"(7:24) T.Long punts 41 yards to NO 17, Center-C.Mazza. M.Callaway to NO 23 for 6 yards (B.Facyson; J.Jackson).",NA,NA,NA,41,"Marquez Callaway",114
2020,5,"10/13/2020",1,"2:14",2020101300,876,"BUF","TEN",7,7,"(2:14) C.Bojorquez punts 57 yards to TEN 30, Center-R.Ferguson. K.Raymond pushed ob at BUF 30 for 40 yards (C.Bojorquez).",NA,NA,NA,57,"Kalif Raymond",177
2020,5,"10/13/2020",1,"4:03",2020101300,764,"TEN","BUF",7,7,"(4:03) B.Kern punts 55 yards to BUF 10, Center-B.Brinkley. A.Roberts to BUF 9 for -1 yards (C.Milton).",NA,NA,NA,55,"Andre Roberts",102
2020,5,"10/13/2020",2,"3:09",2020101300,1788,"BUF","TEN",10,14,"(3:09) C.Bojorquez punts 71 yards to TEN 19, Center-R.Ferguson. K.Raymond to TEN 27 for 8 yards (T.Matakevich). PENALTY on TEN-T.Smith, Offensive Holding, 9 yards, enforced at TEN 19.","OH",9,"TEN 23",71,"Kalif Raymond",165
2020,6,"10/18/2020",1,"1:12",2020101806,790,"PIT","CLE",10,0,"(1:12) D.Colquitt punts 37 yards to CLE 44, Center-K.Canaday. D.Peoples-Jones to CLE 46 for 2 yards (A.Highsmith).",NA,NA,NA,37,"Donovan Peoples-Jones",102
2020,6,"10/18/2020",1,"1:57",2020101801,804,"IND","CIN",0,14,"(1:57) R.Sanchez punts 43 yards to CIN 25, Center-L.Rhodes. A.Erickson to CIN 30 for 5 yards (L.Rhodes, T.Burton).",NA,NA,NA,43,"Alex Erickson",132
2020,6,"10/18/2020",1,"11:51",2020101813,322,"NYJ","MIA",0,0,"(11:51) B.Mann punts 54 yards to MIA 33, Center-T.Hennessy. J.Grant to MIA 34 for 1 yard (T.Hennessy).",NA,NA,NA,54,"Jakeem Grant",143
2020,6,"10/18/2020",1,"13:24",2020101805,122,"PHI","BAL",0,0,"(13:24) C.Johnston punts 45 yards to BAL 43, Center-R.Lovato. J.Proche pushed ob at PHI 47 for 10 yards (N.Gerry).",NA,NA,NA,45,"James Proche",103
2020,6,"10/18/2020",1,"14:13",2020101813,120,"NYJ","MIA",0,0,"(14:13) B.Mann punts 50 yards to MIA 22, Center-T.Hennessy. J.Grant to MIA 38 for 16 yards (B.Cashman).",NA,NA,NA,50,"Jakeem Grant",125
2020,6,"10/18/2020",1,"14:18",2020101807,160,"TEN","HOU",0,0,"(14:18) B.Kern punts 54 yards to HOU 20, Center-B.Brinkley. D.Carter ran ob at HOU 20 for no gain.",NA,NA,NA,54,"DeAndre Carter",86
2020,6,"10/18/2020",1,"3:17",2020101805,792,"BAL","PHI",7,0,"(3:17) S.Koch punts 59 yards to PHI 25, Center-M.Cox. G.Ward to PHI 30 for 5 yards (L.Fort).",NA,NA,NA,59,"Greg Ward",130
2020,6,"10/18/2020",1,"4:11",2020101805,675,"PHI","BAL",0,7,"(4:11) C.Johnston punts 49 yards to BAL 16, Center-R.Lovato. J.Proche to BAL 19 for 3 yards (K.Wallace). PHI-K.Wallace was injured during the play.",NA,NA,NA,49,"James Proche",97
2020,6,"10/18/2020",1,"4:59",2020101805,585,"BAL","PHI",7,0,"(4:59) S.Koch punts 57 yards to PHI 20, Center-M.Cox. G.Ward to PHI 31 for 11 yards (K.Welch).",NA,NA,NA,57,"Greg Ward",126
2020,6,"10/18/2020",1,"5:39",2020101807,672,"HOU","TEN",0,7,"(5:39) B.Anger punts 56 yards to TEN 13, Center-J.Weeks. K.Raymond to TEN 29 for 16 yards (D.Cole).",NA,NA,NA,56,"Kalif Raymond",148
2020,6,"10/18/2020",1,"5:40",2020101806,575,"PIT","CLE",10,0,"(5:40) D.Colquitt punts 44 yards to CLE 32, Center-K.Canaday. D.Peoples-Jones to CLE 36 for 4 yards (R.Spillane).",NA,NA,NA,44,"Donovan Peoples-Jones",121
2020,6,"10/18/2020",1,"6:40",2020101811,511,"SF","LA",7,0,"(6:40) M.Wishnowsky punts 49 yards to LA 23, Center-T.Pepper. N.Webster to LA 38 for 15 yards (M.Wishnowsky).",NA,NA,NA,49,"Nsimba Webster",146
2020,6,"10/18/2020",1,"7:24",2020101806,488,"CLE","PIT",0,10,"(7:24) J.Gillan punts 43 yards to PIT 31, Center-C.Hughlett. R.McCloud to PIT 35 for 4 yards (C.Hughlett).",NA,NA,NA,43,"Ray-Ray McCloud",123
2020,6,"10/18/2020",1,"9:30",2020101801,405,"IND","CIN",0,7,"(9:30) R.Sanchez punts 51 yards to CIN 15, Center-L.Rhodes. A.Erickson to CIN 22 for 7 yards (A.Dulin, G.Odum).",NA,NA,NA,51,"Alex Erickson",131
2020,6,"10/18/2020",2,"1:20",2020101811,1933,"LA","SF",6,21,"(1:20) J.Hekker punts 63 yards to SF 5, Center-J.McQuaide. R.James to SF 13 for 8 yards (N.Webster).",NA,NA,NA,63,"Richie James",122
2020,6,"10/18/2020",2,"10:40",2020101805,1377,"PHI","BAL",0,17,"(10:40) C.Johnston punts 66 yards to BAL 19, Center-R.Lovato. J.Proche to BAL 30 for 11 yards (R.McLeod; R.Rodgers).",NA,NA,NA,66,"James Proche",138
2020,6,"10/18/2020",2,"14:20",2020101805,1118,"PHI","BAL",0,14,"(14:20) C.Johnston punts 49 yards to BAL 28, Center-R.Lovato. J.Proche to BAL 38 for 10 yards (C.Clement; R.Lovato).",NA,NA,NA,49,"James Proche",131
2020,6,"10/18/2020",2,"2:52",2020101813,1612,"NYJ","MIA",0,14,"(2:52) B.Mann punts 54 yards to MIA 22, Center-T.Hennessy. J.Grant to NYJ 48 for 30 yards (B.Mann).",NA,NA,NA,54,"Jakeem Grant",184
2020,6,"10/18/2020",3,":29",2020101811,3138,"SF","LA",21,9,"(:29) M.Wishnowsky punts 48 yards to LA 9, Center-T.Pepper. C.Kupp to LA 14 for 5 yards (K.Webster).",NA,NA,NA,48,"Cooper Kupp",106
2020,6,"10/18/2020",3,":42",2020101810,3080,"GB","TB",10,38,"(:42) J.Scott punts 45 yards to TB 26, Center-H.Bradley. J.Mickens to TB 30 for 4 yards (T.Summers).",NA,NA,NA,45,"Jaydon Mickens",117
2020,6,"10/18/2020",3,"10:49",2020101810,2370,"GB","TB",10,31,"(10:49) J.Scott punts 51 yards to TB 19, Center-H.Bradley. J.Mickens ran ob at TB 29 for 10 yards (J.Williams).",NA,NA,NA,51,"Jaydon Mickens",131
2020,6,"10/18/2020",3,"11:54",2020101813,2345,"NYJ","MIA",0,21,"(11:54) B.Mann punts 48 yards to MIA 32, Center-T.Hennessy. J.Grant to MIA 46 for 14 yards (H.Langi).",NA,NA,NA,48,"Jakeem Grant",130
2020,6,"10/18/2020",3,"13:00",2020101806,2310,"CLE","PIT",7,24,"(13:00) J.Gillan punts 59 yards to PIT 39, Center-C.Hughlett. R.McCloud pushed ob at CLE 45 for 16 yards (S.Takitaki).",NA,NA,NA,59,"Ray-Ray McCloud",137
2020,6,"10/18/2020",3,"13:39",2020101801,2338,"CIN","IND",24,21,"(13:39) K.Huber punts 50 yards to IND 28, Center-C.Harris. N.Hines to IND 35 for 7 yards (S.Williams).",NA,NA,NA,50,"Nyheim Hines",124
2020,6,"10/18/2020",3,"13:44",2020101807,2122,"HOU","TEN",10,21,"(13:44) B.Anger punts 52 yards to TEN 16, Center-J.Weeks. K.Raymond to TEN 20 for 4 yards (B.Scarlett, K.Crossen).",NA,NA,NA,52,"Kalif Raymond",129
2020,6,"10/18/2020",3,"3:20",2020101805,2912,"PHI","BAL",6,24,"(3:20) C.Johnston punts 43 yards to BAL 31, Center-R.Lovato. J.Proche to BAL 40 for 9 yards (D.Taylor; R.Lovato).",NA,NA,NA,43,"James Proche",126
2020,6,"10/18/2020",3,"7:32",2020101811,2761,"SF","LA",21,9,"(7:32) M.Wishnowsky punts 51 yards to LA 29, Center-T.Pepper. N.Webster pushed ob at LA 38 for 9 yards (D.Greenlaw).",NA,NA,NA,51,"Nsimba Webster",133
2020,6,"10/18/2020",3,"7:49",2020101813,2565,"NYJ","MIA",0,21,"(7:49) B.Mann punts 52 yards to MIA 25, Center-T.Hennessy. J.Grant to MIA 40 for 15 yards (D.Brown).",NA,NA,NA,52,"Jakeem Grant",157
2020,6,"10/18/2020",4,"1:57",2020101806,3742,"CLE","PIT",7,38,"(1:57) J.Gillan punts 50 yards to PIT 30, Center-C.Hughlett. R.McCloud pushed ob at PIT 47 for 17 yards (M.Stewart). PENALTY on CLE, Illegal Formation, 5 yards, enforced at PIT 47.","ILF",-5,"CLE",50,"Ray-Ray McCloud",148
2020,6,"10/18/2020",4,"13:07",2020101813,3149,"NYJ","MIA",0,24,"(13:07) B.Mann punts 49 yards to MIA 22, Center-T.Hennessy. J.Grant ran ob at MIA 29 for 7 yards (H.Langi).",NA,NA,NA,49,"Jakeem Grant",113
2020,6,"10/18/2020",4,"13:35",2020101811,3322,"LA","SF",9,21,"(13:35) J.Hekker punts 45 yards to SF 16, Center-J.McQuaide. R.James to SF 28 for 12 yards (T.Reeder).",NA,NA,NA,45,"Richie James",130
2020,6,"10/18/2020",4,"3:21",2020101805,4347,"BAL","PHI",30,22,"(3:21) S.Koch punts 49 yards to PHI 25, Center-M.Cox. G.Ward to PHI 29 for 4 yards (J.Hill). FUMBLES (J.Hill), ball out of bounds at PHI 29.",NA,NA,NA,49,"Greg Ward",118
2020,6,"10/18/2020",4,"5:09",2020101810,3603,"GB","TB",10,38,"(5:09) J.Scott punts 55 yards to TB 22, Center-H.Bradley. J.Mickens to TB 31 for 9 yards (O.Burks).",NA,NA,NA,55,"Jaydon Mickens",145
2020,6,"10/18/2020",4,"5:24",2020101800,3752,"CHI","CAR",23,16,"(5:24) P.O'Donnell punts 49 yards to CAR 8, Center-P.Scales. P.Cooper to CAR 17 for 9 yards (B.Mingo; D.Harris).",NA,NA,NA,49,"Pharoh Cooper",133
2020,6,"10/18/2020",4,"7:08",2020101804,3077,"NYG","WAS",13,13,"(7:08) R.Dixon punts 46 yards to WAS 23, Center-C.Kreiter. I.Wright to WAS 25 for 2 yards (M.Harper, C.Ballentine).",NA,NA,NA,46,"Isaiah Wright",109
2020,6,"10/18/2020",4,"9:46",2020101807,3253,"HOU","TEN",23,21,"(9:46) B.Anger punts 45 yards to TEN 6, Center-J.Weeks. K.Raymond to TEN 6 for no gain (K.Crossen).",NA,NA,NA,45,"Kalif Raymond",100
2020,6,"10/19/2020",1,"10:22",2020101901,329,"KC","BUF",0,0,"(10:22) T.Townsend punts 42 yards to BUF 8, Center-J.Winchester. A.Roberts to BUF 32 for 24 yards (D.Wilson).",NA,NA,NA,42,"Andre Roberts",141
2020,6,"10/19/2020",1,"14:13",2020101900,153,"ARI","DAL",0,0,"(14:13) A.Lee punts 49 yards to DAL 27, Center-A.Brewer. C.Lamb to DAL 28 for 1 yard (T.Sherfield).",NA,NA,NA,49,"CeeDee Lamb",96
2020,6,"10/19/2020",1,"14:37",2020101901,131,"BUF","KC",0,0,"(14:37) C.Bojorquez punts 59 yards to KC 15, Center-R.Ferguson. M.Hardman to KC 17 for 2 yards (S.Neal, D.Marlowe).",NA,NA,NA,59,"Mecole Hardman",154
2020,6,"10/19/2020",1,"7:22",2020101900,621,"DAL","ARI",0,0,"(7:22) C.Jones punts 41 yards to 50, Center-L.Ladouceur. C.Kirk to ARI 49 for -1 yards (C.Goodwin).",NA,NA,NA,41,"Christian Kirk",106
2020,6,"10/19/2020",4,"14:40",2020101901,2920,"BUF","KC",10,20,"(14:40) C.Bojorquez punts 58 yards to KC 12, Center-R.Ferguson. M.Hardman to KC 12 for no gain (J.Johnson). PENALTY on KC-T.Keyes, Offensive Holding, 6 yards, enforced at KC 12.","OH",6,"KC 29",58,"Mecole Hardman",141
2020,7,"10/22/2020",1,"4:31",2020102200,675,"PHI","NYG",7,0,"(4:31) C.Johnston punts 49 yards to NYG 47, Center-R.Lovato. J.Peppers to PHI 39 for 14 yards (N.Gerry; M.Epps).",NA,NA,NA,49,"Jabrill Peppers",114
2020,7,"10/22/2020",2,"1:07",2020102200,1837,"PHI","NYG",10,7,"(1:07) C.Johnston punts 57 yards to NYG 30, Center-R.Lovato. G.Tate ran ob at NYG 35 for 5 yards (C.James).",NA,NA,NA,57,"Golden Tate",125
2020,7,"10/22/2020",3,"13:18",2020102200,2272,"NYG","PHI",7,10,"(13:18) R.Dixon punts 56 yards to PHI 11, Center-C.Kreiter. G.Ward to PHI 22 for 11 yards (D.Mayo).",NA,NA,NA,56,"Greg Ward",126
2020,7,"10/22/2020",4,"2:09",2020102200,3921,"NYG","PHI",21,16,"(2:09) R.Dixon punts 41 yards to PHI 12, Center-C.Kreiter. D.Jackson to PHI 14 for 2 yards (C.Ballentine). PHI-D.Jackson was injured during the play.  PENALTY on NYG-C.Ballentine, Lowering the Head to Initiate Contact, 15 yards, enforced at PHI 14.","UOHd",-15,"NYG 25",41,"DeSean Jackson",95
2020,7,"10/25/2020",1,":12",2020102507,997,"WAS","DAL",9,3,"(:12) T.Way punts 38 yards to DAL 14, Center-N.Sundberg. C.Lamb to DAL 14 for no gain.",NA,NA,NA,38,"CeeDee Lamb",101
2020,7,"10/25/2020",1,"13:20",2020102509,144,"DEN","KC",0,0,"(13:20) S.Martin punts 57 yards to KC 21, Center-J.Bobenmoyer. M.Hardman pushed ob at KC 32 for 11 yards (J.Cox).",NA,NA,NA,57,"Mecole Hardman",113
2020,7,"10/25/2020",1,"14:16",2020102513,119,"JAX","LAC",0,0,"(14:16) L.Cooke punts 58 yards to LAC 11, Center-R.Matiscik. D.King II to LAC 6 for -5 yards (D.Ogunbowale).",NA,NA,NA,58,"Desmond King",134
2020,7,"10/25/2020",1,"4:35",2020102512,683,"TEN","PIT",0,7,"(4:35) B.Kern punts 63 yards to PIT 28, Center-B.Brinkley. R.McCloud to PIT 39 for 11 yards (D.Bates, W.Compton).",NA,NA,NA,63,"Ray-Ray McCloud",153
2020,7,"10/25/2020",1,"5:07",2020102502,664,"CLE","CIN",0,7,"(5:07) J.Gillan punts 50 yards to CIN 14, Center-C.Hughlett. A.Erickson to CIN 25 for 11 yards (T.Davis).",NA,NA,NA,50,"Alex Erickson",119
2020,7,"10/25/2020",1,"5:55",2020102513,636,"JAX","LAC",0,3,"(5:55) L.Cooke punts 39 yards to LAC 23, Center-R.Matiscik. D.King II to LAC 29 for 6 yards (R.Matiscik).",NA,NA,NA,39,"Desmond King",111
2020,7,"10/25/2020",1,"6:00",2020102503,537,"GB","HOU",7,0,"(6:00) J.Scott punts 62 yards to HOU 21, Center-H.Bradley. D.Carter to HOU 40 for 19 yards (J.Lovett; R.Greene). PENALTY on HOU-K.Crossen, Offensive Holding, 10 yards, enforced at HOU 26.","OH",10,"HOU 35",62,"DeAndre Carter",139
2020,7,"10/25/2020",1,"7:32",2020102513,517,"LAC","JAX",3,0,"(7:32) T.Long punts 41 yards to JAX 27, Center-C.Mazza. D.Westbrook to JAX 40 for 13 yards (I.Rochell).",NA,NA,NA,41,"Dede Westbrook",120
2020,7,"10/25/2020",1,"8:15",2020102509,461,"DEN","KC",0,7,"(8:15) S.Martin punts 60 yards to KC 9, Center-J.Bobenmoyer. M.Hardman to KC 19 for 10 yards (J.Bobenmoyer).",NA,NA,NA,60,"Mecole Hardman",137
2020,7,"10/25/2020",2,"1:51",2020102512,1711,"TEN","PIT",7,17,"(1:51) B.Kern punts 59 yards to PIT 26, Center-B.Brinkley. R.McCloud to TEN 17 for 57 yards (A.Hooker).",NA,NA,NA,59,"Ray-Ray McCloud",182
2020,7,"10/25/2020",2,"13:44",2020102513,1088,"JAX","LAC",0,9,"(13:44) L.Cooke punts 40 yards to LAC 32, Center-R.Matiscik. D.King II to LAC 38 for 6 yards (B.Miller).",NA,NA,NA,40,"Desmond King",118
2020,7,"10/25/2020",2,"4:02",2020102513,1780,"LAC","JAX",16,8,"(4:02) T.Long punts 41 yards to JAX 23, Center-C.Mazza. D.Westbrook to JAX 33 for 10 yards (U.Nwosu).",NA,NA,NA,41,"Dede Westbrook",113
2020,7,"10/25/2020",2,"6:53",2020102513,1575,"LAC","JAX",16,8,"(6:53) T.Long punts 56 yards to JAX 27, Center-C.Mazza. D.Westbrook to JAX 40 for 13 yards (G.Nabers).",NA,NA,NA,56,"Dede Westbrook",143
2020,7,"10/25/2020",2,"9:50",2020102503,1151,"HOU","GB",0,14,"(9:50) B.Anger punts 49 yards to GB 11, Center-J.Weeks. D.Shepherd to GB 17 for 6 yards (T.Adams; K.Emanuel). Punt Hangtime: 4.81s",NA,NA,NA,49,"Darrius Shepherd",141
2020,7,"10/25/2020",3,":04",2020102506,3004,"NYJ","BUF",10,12,"(:04) B.Mann punts 39 yards to BUF 34, Center-T.Hennessy. A.Roberts pushed ob at BUF 41 for 7 yards (B.Cashman). PENALTY on BUF-T.Jones, Offensive Holding, 10 yards, enforced at BUF 41.","OH",10,"BUF 25",39,"Andre Roberts",126
